research_sentence	judgment
These findings suggest that the higher risk of arterial and venous thromboembolic events in PTSD patients could be related to endothelial damage or endothelial activation.	0
For task-technology fit, we compared the efficiency, and effectiveness of each of the devices tested and found that the iPhone was the most usable had the fewest errors and prompts and had the lowest mean overall task time For individual-task fit, we compared efficiency and learnability measures by website tasks and found no statistically significant effect on tasks steps, task time and number of errors.	0
A total of 460 patients were recruited during a 6 month period.	0
A rapid fluid challenge by tilt-back restored all parameters to baseline values within 1 min.	0
We conducted a probabilistic, stratified, two-stage prevalence study.	0
Of 2,155 retrieved articles, 25 were included in this meta-analysis with a total of 48,254 participants.	0
Emergency physicians should measure QT dispersion in CO intoxicated patients in order to predict the electrical instability in myocardium and future adverse events.	0
Our findings suggest grocery shopping to a predetermined list combined with SBT is a cost-effective means for reducing obesity and its related health conditions.	0
Key inclusion criteria included signed informed consent by adults (≡18 years) with a new episode of thrombosis.	0
No statistically significant differences between controls and patients were found in terms of Fas -670 G > A (rs1800682), Fas -1377 G > A (rs2234767), Fas L IVS2 -124 A > G (rs5030772), Bax -248 G > A (rs4645878) and Bcl 2 -938 C > A (rs2279115) polymorphisms, genotypes, and allele frequency (p > 0.05).	0
The groups were relatively similar, though the resident group had a higher rate of renal insufficiency (25% vs. 22%, P = .05) and the PA group had a higher rate of cerebrovascular accidents (5.6% vs. 4%, P = .02).	0
Flexibility and a strong collaboration between paediatric and adult CF teams are most relevant in the care of families.	0
At 38㊣2weeks (n=39), arteriolar diameter was significantly smaller in HDP pregnancies (148.6㊣6.0米m vs 164.1㊣4.6米m in healthy pregnancies, p=0.04).	0
Among those with valid samples, urine sodium level was not associated with global cognitive function, attention, executive function, or memory after adjusting for covariates.	0
Similarly, occupational sitting time was significantly detrimentally associated with HDL cholesterol, triglycerides, and insulin.	0
ROC analysis revealed their beneficial addition as promising biomarkers for a better prognostic profile of hypertension-induced cardiovascular risk.	0
Support for the policy was high.	0
Ordinary (personal or general communication systems) mobile phones did not function correctly at any hospital until Day 2, and PHS, fixed-line phones, and the Internet did not function correctly at any area hospitals that were severely damaged by the tsunami.	0
ICU waste from the waste and recycling bins was sorted into those five recycling streams, general waste and infectious waste.	0
In the HGS media values for: proteinuria 1.5g/24h, glutamic-oxalacetic transaminase 86 UI/L, platelets 231,688/mm(3), glutamic-pyruvic transaminase 100 UI/L, uric acid 48mg/dl, hematocrit 33%, alkaline phosphatase 152 UI/L, lactic dehydrogenase 284 UI/L.	0
An important area for future research is to understand how any policy initiatives in this area must strike a balance between the need to minimize the misuse of prescription drugs and the need to ensure access for their legitimate health care use.	0
Outdoor movement affordances and toys for fine motor development were significantly associated with motor impairment in migrant children (ORs = 0.834 [movement affordances, 0.843 [toys], P < 0.05).	0
Among the sensitive cases, high expression of pH2AX was found in 53.2% cases while for resistant cases, high expression rate was 80% (P=0.025).	0
Of the 1,061,462 ED visits for uncomplicated kidney stones in 2011, 8.0% of visits resulted in admission and 6.3% resulted in an inpatient urologic procedure.	0
The median age of the donors increased from 44 (range 3-73 years) to 53.5 years (range 1-79 years) (P < 0.001).	0
CO test gas (15 L, 3000 parts per million) was infused at each of the three heights in different trials and CO levels measured over time.	0
The influence of TFS cues on speech scores was comparable in steady-state and modulated noise.	0
Through MTT assay, we found that the inhibitory concentration of 50% (IC50) values for VPA and CBZ were 2.5 mM and 5 米M, respectively in comparison to controls in terms of total concentration and times evaluated (P < 0.0001).	0
In a cross-sectional study, 77 patients with CS (14 males, 59 pituitary-, 17 adrenal- and 1 ectopic-origin; 21 active disease) and 77 age-, gender-, smoking-matched controls were included.	0
While in patients with baseline eGFR > or = 60 ml/min there was no significant difference in delta eGFR between the intervention and control groups.	0
In addition, the lower rates of mortality, MV dependency, duration of hospitalization, and complications were observed in cases treated with the INSURE method compared to the routine one.	0
These differences suggest a need to further explore the rationale behind the choice of interventions in antibiotic stewardship programs.	0
Interviews with general practitioners (GPs) and practice nurses (PNs), combined with previously reported survey findings, provided an outcomes evaluation.	0
Hospitalizations for respiratory symptoms as well as clinical and/or viral bronchiolitis are associated with recurrence of TEF.	0
Male gender and relative humidity were considered risk factors for dengue, and the beginning of clinical signs in February of 2008 was associated with the infection of dengue and leptospirosis.	0
ED time intervals were the most recommended performance measures followed by patient centeredness and safety performance measures.	0
We found a significant difference in mean LOHS between patients who underwent USD (3.1 days) vs I&D (5.2 days).	0
